"split","Overall","adjacency","backwards","dependency","height","multi_view","next_step","ordering","outlier","position","rotation","rotation_status"
"none","0.5418181818181819","0.65","0.57","0.82","0.35","0.48","0.68","0.46","0.45","0.47","0.49","0.54"
