Model,split,Overall,adjacency,backwards,dependency,height,multi_view,next_step,ordering,outlier,position,rotation,rotation_status
VADAR,none,0.1191,0.58,0.07,0.00,0.40,0.10,0.00,0.00,0.00,0.00,0.08,0.08
