Model,split,Overall,adjacency,backwards,dependency,height,multi_view,next_step,ordering,outlier,position,rotation,rotation_status
VADAR,none,0.5000,N/A,N/A,N/A,0.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A
