layer,expert,expert_label,mean_activation_correct,mean_activation_incorrect,success_delta,delta_height,delta_position,delta_rotation,delta_ordering
32,51,L32_E51,4.782159597566812,4.768055563387663,0.014104034179148961,0.020741496892536126,0.015518302917480575,-0.0021640020504332114,0.014750802516937611
17,21,L17_E21,4.89591375671991,4.881818611884994,0.014095144834915807,0.0020060214926216346,0.010843512217203255,0.004811083015642481,-0.000524914264679488
34,62,L34_E62,5.40018363990406,5.386121504282872,0.014062135621188077,0.02723304576733554,0.0330534744262696,-0.014456678900802267,0.04110620617866534
29,19,L29_E19,5.017843775229879,5.003785640499664,0.014058134730214888,0.018233329934232323,-0.0015085347493490886,0.012691109849694904,0.035168164968490956
32,38,L32_E38,4.548997076431124,4.5349408774870295,0.014056198944094156,0.005207357161185477,-0.03339197794596327,0.010766477961289489,0.09293658137321525
42,35,L42_E35,5.209043663327057,5.1949928006200885,0.014050862706968203,0.008117491708082625,0.016323757171631037,0.009593298560695018,-0.009451144933700029
45,46,L45_E46,5.4040731297861235,5.390032438131479,0.014040691654644277,0.026663757422390688,0.0032812054951989467,-0.00933063866799344,0.04264143109321594
38,91,L38_E91,4.557312063651509,4.543274949625583,0.014037114025926556,0.008660759119426764,0.00374872843424523,-0.003921497286411224,-0.012024098634720204
13,1,L13_E1,4.765342523555945,4.7513421753975855,0.014000348158359266,0.0007418394088745117,0.023468119303385215,0.0005451733605896791,0.00448340773582423
12,39,L12_E39,4.744137088851173,4.730161776909461,0.013975311941711865,0.030924911884700812,-0.0002200635274247631,-0.0060094333531566235,-0.014731109142303467
23,66,L23_E66,4.889494711809819,4.875520586568775,0.013974125241044355,0.005345880108721168,0.03442899068196592,-0.014036260153117652,0.00481987595558131
8,40,L8_E40,5.045105447863588,5.031133485876995,0.013971961986593229,0.02828940749168396,0.0023425165812174242,-0.001421803967994073,-0.0261629760265345
6,87,L6_E87,5.174539136414481,5.1605687205209385,0.01397041589354231,-0.00490147050689238,-0.012892195383708227,0.00934827850576081,0.03622490167617798
2,122,L2_E122,5.327029247095089,5.313083718851657,0.01394552824343176,0.015731539796380645,-0.02128555933634413,0.0043354484072901656,0.06483137011527962
26,61,L26_E61,4.926852424546044,4.912907876298579,0.013944548247464716,0.01992874724023519,0.01603474934895832,-0.0015488162375332237,-0.03280276656150871
36,37,L36_E37,4.8775741322205795,4.86364432242403,0.013929809796549009,0.002608220366870917,0.02099564870198556,0.010770485066530888,0.02169889211654663
7,59,L7_E59,5.177971367788787,5.1640564637838,0.013914904004987072,0.004541943178457686,-0.01336504618326817,0.030398568563294148,0.01869554519653338
46,126,L46_E126,5.6254212974321725,5.6115102161930555,0.013911081239116996,0.03445888705113376,-0.014087778727214229,-0.0009159006570511607,0.03536946773528982
45,117,L45_E117,4.905709200566358,4.891807921355385,0.013901279210973172,0.013497180798474062,0.016673571268716714,0.006315028458310223,0.021612131595611928
29,117,L29_E117,5.0553969062200865,5.041502391215551,0.013894515004535535,0.027717155568740104,-0.01017000198364304,0.009768109572561023,0.0242512106895445
0,79,L0_E79,4.883381003200418,4.869499144346817,0.01388185885360027,-0.0009975433349609375,0.012833773295084505,-0.0016522051995266906,0.03656108975410444
40,64,L40_E64,4.854952911339184,4.841078490317865,0.01387442102131864,0.01475703015047003,-0.00650787989298518,-0.018479008423654797,0.06395076513290388
3,4,L3_E4,5.302366299204307,5.288491973111462,0.013874326092844669,0.003368008662672395,0.013321380615234801,0.010466138521830537,0.021735429763793945
19,101,L19_E101,5.048771990407811,5.034899354379712,0.013872636028099627,0.026937121854109236,-0.004760284423828587,-0.007865379776871073,0.024077582359314675
15,6,L15_E6,5.244143854273428,5.230285103903167,0.013858750370260964,-0.0031779163024001633,0.022689889272053954,0.018200804267013204,-0.005033814907073442
3,22,L3_E22,5.547113394973302,5.533269663718233,0.013843731255068548,-0.01230400800704956,0.03033095677693698,-0.021548888139557576,0.06312376260757446
13,82,L13_E82,5.059157550925075,5.045314750543805,0.01384280038127006,0.015912027919993577,-0.007028439839680267,0.011437587570726215,-0.0035368800163269043
31,72,L31_E72,4.652572438268378,4.638754217919697,0.013818220348681187,0.021233927677659636,0.005840841929117602,0.0014908522890326736,0.00853679180145317
37,60,L37_E60,5.5476580138253695,5.533839844541007,0.013818169284362192,0.003992273527033241,0.03673669815063452,0.00029633965408581986,0.012720632553101296
9,34,L9_E34,5.251196681863011,5.237382462989526,0.013814218873484663,-0.0016123713815909824,0.002110519409179723,0.05920379203662485,-0.07661601305007881
11,20,L11_E20,5.630098456203347,5.616287569537211,0.01381088666613639,-0.006939645199214972,-0.029157752990722763,0.06789497952712242,0.04964539408683777
34,35,L34_E35,4.939497697471392,4.925695400174246,0.013802297297146104,0.011499558301532709,0.03157147089640233,0.0037564656190705037,0.007679623365401511
6,17,L6_E17,5.0254608947451755,5.0116641210473105,0.013796773697865028,0.021661998594508347,-0.0033966700235996683,0.02889719239452404,0.025070637464523315
26,69,L26_E69,5.490159199969603,5.476436610205915,0.01372258976368812,0.011152970440247323,-0.0025708325703934776,0.02703176778659433,-0.0004665970802308905
17,100,L17_E100,5.160557062319009,5.14684334247806,0.0137137198409496,-0.006296941462685446,0.021938673655191643,0.021545832617241523,-0.0128353953361513
5,29,L5_E29,4.738661057878248,4.7249516149029684,0.013709442975279984,0.014148067025577582,0.04039660771687803,-0.01973497344736419,0.054044163227080944
27,94,L27_E94,5.003588308202158,4.989888424060018,0.013699884142139851,0.026842282098882286,0.02232254664103195,0.015877947472689335,0.014176881313324508
36,58,L36_E58,5.104698407768023,5.091015547812982,0.013682859955040705,0.03089648046914295,-0.0044918187459312975,0.0013255999799364204,0.017904931306839345
0,0,L0_E0,4.8879744133146685,4.874292065866017,0.013682347448651377,0.014049316153807112,0.013401298522949467,0.015098180687218132,0.004395079612732111
26,29,L26_E29,4.86074153031453,4.847071974572529,0.013669555742001016,-0.007996346144115485,-0.017410837809245017,-0.003077978627723077,0.003801548480987016
11,113,L11_E113,4.8192610551815225,4.805600147183523,0.013660907997999239,0.006222586421405829,-0.009846712748210251,0.021526113936775282,-0.02551145553588885
14,127,L14_E127,4.5256713262879025,4.512034939284309,0.013636387003593597,0.02592167696532055,0.0163492075602214,-0.0110269105225278,-0.003757458925246482
0,10,L0_E10,4.853450779867645,4.839820078782812,0.013630701084832886,0.02629938020425726,0.015685971577961588,0.005692582381398914,0.010560339689254405
42,14,L42_E14,5.07724910207314,5.063668007037313,0.013581095035827495,0.007149091538260599,0.004589977264404688,0.009307478603563624,-0.007126474380493519
15,27,L15_E27,4.917255118341729,4.903674559449671,0.013580558892058114,0.01732629274620745,-0.05053152720133536,0.001199745295339838,0.013411688804626287
47,93,L47_E93,5.17807147998621,5.1645166578898865,0.013554822096323527,0.01266540674602279,0.009674428304036198,0.0040228837414790775,0.029956668615341187
17,51,L17_E51,5.044361109780793,5.030807496711961,0.013553613068832071,0.013057976084597023,0.010698375701904794,0.024672000031721986,-0.011575114727020441
35,87,L35_E87,4.663899653028734,4.650359233486213,0.01354041954252061,0.008656651658170311,0.01576084772745734,0.013333326891848962,0.012323337793350042
44,38,L44_E38,5.051345900733872,5.037810344759836,0.013535555974035773,0.019309121019699838,0.0011127980550131866,-0.006255266959207084,0.026477277278900146
43,14,L43_E14,5.4335247030352605,5.419994108652989,0.013530594382271666,0.03183852662058406,0.007979240417480327,0.01041019276568722,0.042348623275756836
12,12,L12_E12,5.402324482946113,5.388794232371659,0.013530250574453895,0.03681726666057816,0.008889223734537488,0.006035931277692974,0.05418624281883222
19,109,L19_E109,4.6544618748202184,4.640935228022444,0.013526646797774156,0.009717608199400374,0.01976835250854503,-0.0005347896040532873,0.006208693981170299
29,74,L29_E74,5.215399742126465,5.201892237200785,0.013507504925679648,0.008883449961157197,0.016671587626139406,-0.009763942475904841,-0.052734005451202215
26,43,L26_E43,5.002196212806324,4.988691183236929,0.013505029569395255,0.02897771579377828,0.03875354766845618,-0.024780374869965094,-0.018613100051879883
0,82,L0_E82,4.983825032073672,4.9703267282466825,0.013498303826989577,0.021920296199181344,0.03077327728271495,-0.020145628535956916,-0.004774135351181208
9,24,L9_E24,5.701651917825831,5.6881741536500865,0.013477764175744866,0.011166510336539481,0.006164417266845135,0.02056768484282845,-0.01345415115356463
2,113,L2_E113,4.960110168645878,4.946636496578969,0.013473672066909081,0.0015921347281508957,0.015167172749837476,-0.0019453638478328372,0.04401990175247139
34,24,L34_E24,5.443198595896805,5.4297263024244025,0.013472293472402974,0.018745018278851333,0.03656031290690098,-0.028441560895819507,0.012209206819534302
25,24,L25_E24,4.786148935261339,4.772708511671493,0.013440423589845985,0.012472023858743242,0.019221038818359126,0.0021417747464091974,0.03162853717803937
23,5,L23_E5,4.548090236021741,4.534661114415197,0.013429121606543859,-0.01444450546713405,0.023496799468993856,-0.0047477201411600944,0.007675766944885254
7,100,L7_E100,5.259938570532468,5.246516576977478,0.013421993554990408,-0.00841408529702381,0.01785011927286817,0.027611793133250018,-0.029707628488540472
26,27,L26_E27,4.861472734130255,4.8480517122657805,0.013421021864474802,0.02386783238719481,-0.011685892740885606,-0.0049708328749007435,-0.02924590706825292
1,63,L1_E63,5.53490410700883,5.5214924365780425,0.013411670430787836,-0.001508519929998009,-0.0014866002400717448,0.049507137976195104,-0.03433371782302874
45,22,L45_E22,5.351542288714116,5.338132521779242,0.013409766934874057,0.014352185761227432,-0.004003314971923189,-0.0003082156181335449,0.04801180362701363
43,68,L43_E68,4.970620471652191,4.957219426847222,0.013401044804969509,0.01663230534862059,0.019038365681966596,0.017277260621388457,0.02207353711128235
23,80,L23_E80,4.5292216244310435,4.515829654042936,0.013391970388107133,0.019037954947528135,0.01246909459431933,-0.010353573581628694,0.01304506063461286
26,117,L26_E117,4.717845713738168,4.704463253850522,0.013382459887645304,0.0051838694249886075,0.018770936330159138,0.010142949589512007,-0.0045621216297151435
36,124,L36_E124,4.813941497613888,4.800574305862886,0.013367191751001428,0.021393769804169516,0.0049066352844242545,0.0009782805777431847,0.009319549798965099
45,74,L45_E74,4.925834485799959,4.912477987665795,0.013356498134164063,0.006466238814241798,0.020816160837809683,0.0006685256958007812,0.014904570579528986
43,56,L43_E56,4.987248902273651,4.973898142875238,0.01335075939841257,0.008458858027177385,0.0023345247904460464,0.024484833081563018,0.040073585510254084
36,116,L36_E116,5.254961674756343,5.241616127881716,0.013345546874626635,0.022873604122330526,0.0013496653238931344,0.0061148520101586,0.08537803292274493
46,39,L46_E39,5.590604333594294,5.577280138647277,0.013324194947017531,0.025536573108504435,-0.007953694661458677,-0.01250609075813891,0.05871597528457606
23,95,L23_E95,4.806870776827973,4.793555454266909,0.013315322561063603,-0.0006153040072494065,0.041925468444824254,-0.01351591892409676,0.0016677021980289197
1,50,L1_E50,5.153372934549162,5.140059231914406,0.013313702634755842,0.030097865006503355,0.01256271998087577,0.003202619259817574,0.010245907306670965
28,64,L28_E64,5.040003398857494,5.026695949975464,0.013307448882030393,0.005524665117263794,0.0065943463643387545,-0.01689810815610393,0.04204946756362915
3,83,L3_E83,5.114505966110985,5.1012005710282855,0.013305395082699789,0.023305317058282427,0.01154471079508479,0.011351358472255768,0.012193000316620406
43,124,L43_E124,5.062806993427843,5.049501945342508,0.013305048085335613,0.014579021755387167,-0.002479394276936553,0.01851132878086048,0.056724721193313954
1,7,L1_E7,5.128417756297801,5.11511353744711,0.013304218850691107,0.013082002892213396,0.014676303863525142,0.0033078277320193195,0.008771550655365168
2,41,L2_E41,5.078641386315374,5.065347559874672,0.01329382644070165,0.022909648278179873,-0.0036068534851079193,0.046532194865377186,-0.0029534637928003704
14,79,L14_E79,4.92642625487677,4.913138847287283,0.013287407589486655,0.014839704422390021,-0.016157156626383617,0.0038999622328246275,0.04776206612586975
19,38,L19_E38,5.1915921126261795,5.178309547462591,0.013282565163588167,0.010402409469380203,0.0144026501973471,0.032709190720005665,0.04369299411773664
14,113,L14_E113,5.1164717013292975,5.103196464653398,0.013275236675899471,0.0053309114540320834,0.012165120442707789,-0.006339980844865423,-0.020888763666152776
13,15,L13_E15,5.300992049793206,5.287747920556212,0.013244129236993807,0.01725782278706056,-0.0010184923807781132,0.0015996244915745805,0.03772642612457311
17,25,L17_E25,4.977446022600231,4.964236476349591,0.013209546250639193,-0.002404468901016976,-0.008877449035644247,0.020708853738349298,0.04573026895523036
6,77,L6_E77,5.015909298811809,5.002736887405549,0.013172411406260132,-0.014831984744352766,-0.022864945729573094,0.03494366428308382,0.005238997936248602
26,37,L26_E37,4.699777872255533,4.686606000498386,0.01317187175714718,0.01186875736012194,0.02955670038859104,-0.014929656396832414,0.01652886867523229
6,0,L6_E0,4.81741209785537,4.804244113207661,0.013167984647709297,-0.00727818643345568,0.02661857604980522,-0.011733544500250659,-0.0031506001949308526
1,81,L1_E81,4.731954494325241,4.718838197331763,0.013116296993477938,0.020373205928241767,0.011400152842203859,-0.011720697085062959,0.004272854328155162
0,55,L0_E55,4.893261999186903,4.88014980303404,0.013112196152863298,0.024201173116178865,0.01202947616577088,0.006049958237430708,0.0015323698520655071
33,97,L33_E97,5.751904652850462,5.738796256457682,0.01310839639277983,0.006030644564067877,-0.0014249674479165364,0.03991771894588858,0.09369819164276105
9,58,L9_E58,4.9226949002483105,4.909588277937975,0.013106622310335325,0.006051079315297692,0.009884757995605398,0.011532644430796601,-0.005568563938140869
33,73,L33_E73,4.830870651962734,4.817766449523211,0.013104202439522261,0.03938718929010321,0.013771432240804238,-0.00675784182130279,0.00641481280326861
30,66,L30_E66,4.597376856473413,4.584273909246642,0.013102947226770745,-0.02115098693791584,0.014918435414632114,0.03998357266710517,-0.026816838979721425
21,88,L21_E88,4.91241981015347,4.899328471027489,0.013091339125981705,0.04594290344154128,0.025177879333496023,-0.015690731374840894,-0.0029829442501068115
38,61,L38_E61,4.715066735107119,4.701979163498384,0.013087571608735082,0.015798474059385725,0.0018470954895013492,0.016053560533021205,-0.024225986003875377
42,78,L42_E78,4.637958408582328,4.624882771418645,0.013075637163683318,0.01204208416097341,0.01828541437784814,-0.010383964630594988,0.028541898727416637
29,91,L29_E91,4.748582094022543,4.735511556516921,0.013070537505622148,0.019872371764743768,0.013139527638753812,-0.0028827901472130435,0.02849583029747027
43,54,L43_E54,4.5541841488073365,4.5411337626020245,0.013050386205311959,0.008952540509841178,-0.020656350453694294,-0.0013975793855225405,0.05093313455581683
19,65,L19_E65,4.996368389318485,4.98334281181412,0.01302557750436506,0.01688511231366352,-0.00941242853800528,-0.026227667666318233,0.08012043237686228
11,28,L11_E28,5.230128618750242,5.217118106956865,0.013010511793376978,0.029025393373825814,0.008514544169108795,-0.00928142196253745,3.539323806744932e-05
19,54,L19_E54,4.752932071685791,4.739923853539304,0.013008218146486783,0.013143885661573762,-0.014474067687987535,0.023348345045457464,-0.0069856703281399035
33,96,L33_E96,5.37143091164013,5.35843597526933,0.012994936370799515,0.007814797408440377,0.022143300374348307,0.002037111081574672,0.06939599514007533
24,115,L24_E115,4.773354709738552,4.760374502992152,0.012980206746400214,0.022154657279743972,-0.005284957885741903,-0.01482944844061862,-0.03830753564834577
14,73,L14_E73,5.93277647471664,5.919807387833611,0.01296908688302878,0.03032989274053044,0.01056485493977899,-0.009459463127872603,0.0006968379020690918
1,62,L1_E62,5.063934618883794,5.0509730485769415,0.012961570306852188,0.024267306222634843,0.0043045679728193065,-0.005054807453824139,0.0721515774726873
25,111,L25_E111,4.631920620946601,4.619014864382536,0.012905756564064674,0.010437871603405036,0.04062980651855508,-0.012736167824058953,0.014499253034592208
18,108,L18_E108,4.969553220390093,4.95666685231952,0.012886368070573084,-0.031668782234191895,0.03190666834513323,-0.04571749557528637,0.04710079431533831
30,51,L30_E51,5.142307526994459,5.129430294036865,0.012877232957594131,0.01702365366851577,0.005940806070963589,-0.01858498339067438,0.07413288354873604
22,123,L22_E123,5.221898673784615,5.2090620946724675,0.01283657911214764,-0.0018821875838668234,0.023562545776367294,0.011380035626260998,-0.01342025995254481
0,123,L0_E123,4.9097322001315575,4.896897792816162,0.012834407315395424,-0.016987315872135866,0.023556601206461636,0.010722959250735187,0.0640745401382441
46,47,L46_E47,4.94579552187778,4.9329644557225665,0.012831066155213122,0.016379707876374106,0.006910349527994519,-0.010910660551306073,0.05456197261810303
5,9,L5_E9,4.885629852219384,4.872813170570195,0.012816681649188588,0.020559522158959176,0.009743226369222313,0.0009940831284778184,-0.029849886894226074
30,77,L30_E77,5.1432894291263995,5.130499465011035,0.01278996411536415,-0.006880437626557878,-0.002909075419107232,0.006378479171217144,0.014505904912948786
41,19,L41_E19,5.170267888815096,5.157479353174318,0.01278853564077842,0.023138277670916807,-0.00025587717692054923,0.013332646144063709,0.020101201534271418
26,66,L26_E66,4.659769837218936,4.646986372893471,0.012783464325464955,-0.009608980487374907,-0.005534445444742353,0.009104609489440918,-0.01596472263336235
7,37,L7_E37,4.813116059444918,4.8003363019247915,0.012779757520126722,0.026778507758589143,0.022845853169759067,-0.02290939343603071,0.027958387136459706
17,125,L17_E125,5.106056907389424,5.093279136861846,0.012777770527577559,0.02372703482122951,0.02539203643798782,0.019999668263552373,-0.04232020974159223
37,37,L37_E37,5.014312937708184,5.001539941615484,0.012772996092699884,0.009434669333345802,0.03554367065429709,0.00395486752192209,0.012520509958267922
21,76,L21_E76,5.214183868748127,5.201414757349021,0.012769111399106414,0.030066760147319016,-0.00012766520182250218,0.024402118565744146,0.0028290152549743652
28,123,L28_E123,4.808371742172997,4.795612786525867,0.012758955647130144,0.013614129494218474,-0.0035782305399578718,0.01648767057218059,0.02883369326591456
14,31,L14_E31,4.973554436523135,4.960799277825499,0.012755158697635771,0.012219487744219215,0.012092742919922017,0.0005336863952773996,-0.032489198446273626
29,99,L29_E99,5.810243771807982,5.797490367123913,0.012753404684068492,0.012111606843331124,-0.032298876444499136,0.007718877834186344,0.06192083358764666
12,99,L12_E99,5.469843930537158,5.457096222651045,0.012747707886112458,0.019823686164968102,-0.008231995900471745,0.009021226774182267,0.05081885457038826
22,30,L22_E30,5.476417956965984,5.463673500711702,0.012744456254282,0.015357534675037421,0.024608135223388672,0.010307372662058611,0.020332700014114025
3,30,L3_E30,5.197414478453079,5.184671470552782,0.01274300790029681,0.016712105449507852,0.013482621510823023,-0.024215105332825893,0.04917276501655632
46,125,L46_E125,4.9894530702345445,4.976711367284972,0.012741702949572442,0.010665653383030715,0.00954955418904646,-0.00013219891932969574,0.04777162075042707
46,36,L46_E36,5.244839970428164,5.232098702204268,0.01274126822389654,0.010615674011847709,-0.006850852966308274,0.007057722200427108,0.04006748199462873
32,99,L32_E99,4.625696437193616,4.612962049784071,0.012734387409545356,0.010727508979685219,0.013654212951659694,0.004040322805705543,0.027544677257537842
46,90,L46_E90,4.93408750779558,4.921353890345647,0.012733617449932844,0.018407145843786665,0.01377497355143209,-0.006900747617085479,0.04800500869750923
26,6,L26_E6,5.337839376808393,5.325132194570076,0.012707182238317571,0.036221518236048134,0.02114393234252887,0.007980441837979413,0.03325098156928963
3,75,L3_E75,4.907719753756382,4.895025683884636,0.012694069871745484,0.025163463809910525,0.0188396644592288,-0.003996448558673649,0.0192060589790346
8,80,L8_E80,5.9645408214909015,5.951850739609836,0.012690081881065574,0.006785338415818742,-0.01546829859415677,0.0343795837017522,0.04608675837516785
13,2,L13_E2,5.241352468433947,5.228688389959942,0.01266407847400508,0.00363030503777928,0.015145880381266075,0.04107773722263808,0.049501550197601496
19,50,L19_E50,5.24887215264953,5.236254446482579,0.012617706166951237,0.030519613448311667,-0.00866573333740206,-0.010998381857286077,0.09895295500755275
41,119,L41_E119,5.3785040354964755,5.36589958675729,0.01260444873918587,0.019162804764859764,-0.006752281188964204,-0.01111668975729696,0.009752005338668823
1,42,L1_E42,5.061817518555292,5.049225878954731,0.012591639600560534,0.012955178232753717,0.0005898984273278174,0.003223172405309782,0.013465511798859353
2,62,L2_E62,5.060958036101691,5.048371477669298,0.012586558432392536,-0.0009464954628661815,0.005578721364339678,0.00853235261482066,0.08229320645332372
41,105,L41_E105,4.9477442703624765,4.935169176911829,0.012575093450647223,0.010347144568667588,0.0166825993855797,0.0019820478924534868,0.008516877889633179
28,1,L28_E1,4.89835800510822,4.885787742193726,0.012570262914493924,0.018162903540274833,0.026543655395507848,-0.006748064568168566,0.011190730333328958
37,11,L37_E11,4.900392409598473,4.88784094717989,0.012551462418583625,0.019699036198503883,0.023368161519368158,-0.014809778907842741,0.04844025969505328
39,98,L39_E98,5.0960933713629695,5.0835452940950425,0.01254807726792695,0.0028263023670982435,0.012336483001709198,0.006289080569618299,0.05421028137206996
43,126,L43_E126,4.592696119062971,4.580149374677983,0.012546744384987818,0.01342405992395701,-0.004406700134278019,0.0014614055031225703,0.009856456518172685
17,59,L17_E59,4.438369014475605,4.425843479641305,0.012525534834300522,0.005661003729876768,0.04143646876017293,0.005171141080689168,-0.032769197225571034
21,70,L21_E70,4.720500190659325,4.707977942399755,0.012522248259569935,0.025476357516120096,0.001225528717041513,-0.0002981989007251329,0.027455413341522572
11,115,L11_E115,5.232137019091313,5.219619157720968,0.012517861370345607,0.009722750853089934,0.0014319165547682644,-0.013734929394304096,0.08897465467453003
33,4,L33_E4,4.762760252055555,4.750261651233686,0.012498600821869488,0.019933796980801333,0.04418248494466148,-0.029458272875400482,0.01051523685455269
5,58,L5_E58,4.845044381547682,4.832551742477162,0.012492639070520006,0.00888251469415735,0.003969046274820975,0.012334959548816471,0.00680437088012642
10,73,L10_E73,4.8745860675773995,4.862107142955563,0.01247892462183664,0.018622616634649702,-0.016975332895914796,-0.021523081419760004,0.08891074061393667
17,71,L17_E71,4.574003724768611,4.561528609349177,0.012475115419433358,0.013032881652607742,0.010798530578613352,-0.007034293392248259,0.025330066680908203
45,122,L45_E122,6.265096768294231,6.252630948223,0.012465820071231093,0.021597012877464294,0.031054217020670905,0.004573695492326557,0.019828617572784424
46,41,L46_E41,5.672364891165554,5.6599229267209665,0.012441964444587228,0.02202736805467076,0.021709995269774574,0.01682560381136433,0.01874158382415736
4,120,L4_E120,4.839012013803615,4.826579559606852,0.012432454196762421,0.009677108596353179,0.019816684722900213,0.005311193173391793,-0.0068611204624176025
20,108,L20_E108,5.13706896092632,5.124656297690095,0.012412663236225363,0.013758207068724104,0.042804489135741974,0.027913782680244026,-0.03153826594352793
40,72,L40_E72,4.777860136315374,4.765450539796249,0.012409596519124655,0.02812117864103847,0.010442269643148094,-0.008952485887627759,0.04132313132286125
47,37,L47_E37,5.41386083565136,5.401453989405297,0.01240684624606292,0.010634025230126909,-0.005850448608398118,0.002565944403933429,0.06187525391578674
33,6,L33_E6,5.136210342444996,5.123809696439915,0.01240064600508095,0.020942174336489927,0.014306240081786825,-0.02819522535591723,0.042098128795624135
3,16,L3_E16,5.585757198900279,5.5733720674163925,0.01238513148388698,0.019393606220974746,0.021662604014078823,-0.028226516748729225,0.0489998102188105
32,75,L32_E75,4.984280638175435,4.971904330429026,0.01237630774640941,0.014095689443981207,0.023507957458495987,-0.007744307057898858,0.04108992815017665
17,118,L17_E118,4.91550329416105,4.903127698994002,0.012375595167048559,-0.025869648246204413,0.040783144632975166,0.0112705105229427,-0.008772009611130116
18,9,L18_E9,5.198973169421206,5.186599715497581,0.012373453923624211,0.0033392406561798538,-0.015126686096191833,0.017554169161278388,0.05957070589065516
4,81,L4_E81,5.220421569182141,5.208063999546013,0.012357569636128218,0.019394091823521364,-0.0047175470987959045,-0.007417883789329949,-0.0022070348262781536
45,107,L45_E107,4.830664186194392,4.818307846286225,0.01235633990816698,0.025016601471340216,0.009185040791829024,0.00506675766225495,0.019764792919159113
19,23,L19_E23,4.5329961965579795,4.520640090955141,0.012356105602838063,0.026734933257102966,-0.009880599975585547,0.005202540180139437,0.0036118268966669476
19,43,L19_E43,5.1512389796795235,5.138886466074149,0.012352513605374149,0.02120430592228395,-0.02425758361816399,0.021273676763501115,-0.004284995794296087
41,37,L41_E37,4.731948125480425,4.71960259121796,0.012345534262465208,0.0072660796782546555,0.00902617136637307,-0.006189061884294134,0.03558958768844622
25,94,L25_E94,4.668540661877925,4.65621111145785,0.012329550420075108,0.01909508074031141,-0.011803830464681475,0.006468687141151008,-0.006423610448837991
29,17,L29_E17,6.031794614130908,6.019469369614004,0.012325244516903311,0.036984420874539126,0.007439632415771946,0.04374018050076689,0.07597919106483442
45,5,L45_E5,5.717770293207452,5.705448204857051,0.01232208835040094,0.012468849034870111,-0.017820866902669152,0.004354212367744026,0.048169147968291526
35,123,L35_E123,5.590867217224424,5.578565158971576,0.012302058252847914,0.02627258002758026,0.07994723637898726,-0.05206721184546481,0.015775400400161566
10,69,L10_E69,4.557486897647971,4.545193598820613,0.012293298827358079,0.016068164040060395,0.02766725540161108,-0.007788245092358537,0.018639212846755626
9,104,L9_E104,4.907467927082931,4.8951787996451595,0.012289127437771441,0.053923513959436065,-0.004912776947021413,-0.004768372627726336,0.08208011984825081
3,122,L3_E122,5.064064158071385,5.051787331750162,0.012276826321223844,0.019671219236710336,-0.03771918614705427,0.01650652237105721,0.08326830863952583
25,12,L25_E12,4.820459257258047,4.8081856172619055,0.012273639996141839,-0.011602018685901605,-0.010846595764159694,-0.008857104861945686,0.041603267192840576
26,62,L26_E62,4.8301719486123265,4.817909374683597,0.012262573928729203,0.006185480776955465,0.01208702087402358,0.01227863943367602,0.030827808380127664
11,114,L11_E114,5.106065141092433,5.093814604258458,0.012250536833975367,0.05239768852205806,0.04431138356526709,-0.005866543242805555,-0.07080633044242823
30,79,L30_E79,5.030429632356851,5.018180041807551,0.01224959054929986,0.025116114055409255,0.027036596934000734,-0.0027382363352863592,0.021626031398773726
41,45,L41_E45,4.72641923167918,4.714184083268794,0.012235148410385754,0.014643959262791384,0.0001440938313796991,0.0003916673492971867,0.03798719644546544
35,109,L35_E109,4.7241912076968955,4.711961063652931,0.012230144043964053,0.01036169862045977,0.035715986887614015,0.0066737616271304034,0.009943735599518
42,60,L42_E60,4.848655747895194,4.83642684496366,0.012228902931533447,0.0010700295953185446,-0.016426073710124278,0.002858491320359313,0.025681906938552324
42,63,L42_E63,4.9028846391356815,4.890661177427872,0.012223461707809413,0.03573233678060461,-0.007338720957438483,0.004083851973216035,0.02732415199279803
24,22,L24_E22,6.141133719151563,6.128914257355757,0.01221946179580602,0.013966069501988976,-0.05468364715576168,0.06695313830124672,0.02899538278579783
47,25,L47_E25,5.517981165706521,5.505764589660543,0.012216576045978478,0.02169854763676149,-0.0025689061482747633,-0.006583380071740308,0.03126904964446986
6,47,L6_E47,5.17908778521094,5.166874159937319,0.012213625273620465,0.00823520299266356,0.008415724436442673,0.013108247204830725,0.00022335648536664365
39,99,L39_E99,4.801175452695034,4.7889713890177745,0.012204063677259569,0.019752811859635955,0.0067965761820483195,-0.0026982813550713303,-0.011335211992263616
36,43,L36_E43,4.590398580721109,4.578198386673943,0.01220019404716588,0.008765788639292893,-0.000995979309082351,0.011718835747032585,-0.002863007783890481
3,110,L3_E110,4.828181021284349,4.81599599780845,0.012185023475899115,-0.005228705265942324,0.03101224899291921,-0.014528567330878595,0.0623232185840612
28,87,L28_E87,4.81443986798277,4.802256274781498,0.01218359320127238,0.01615248357548449,0.03917430877685568,-0.027413144446255977,-0.011202692985534668
23,108,L23_E108,4.656934936447899,4.644764023082312,0.012170913365586955,0.02396146690144274,0.03196628570556648,-0.012683111324645502,-0.016276693344116744
2,37,L2_E37,4.431589136029234,4.419422477384076,0.012166658645157646,-0.010346677811706506,0.0472923851013185,-0.032033994532468135,0.09852473437786102
9,6,L9_E6,5.10279378324452,5.090629582421038,0.012164200823481686,0.025187846492318755,0.00839646021525109,-0.05018744447774992,0.06833576560020482
12,107,L12_E107,4.9618755331133855,4.949713078629611,0.012162454483774177,0.025248779970056923,-0.01792574564615812,-0.009991394846062818,0.046315753459930775
